================================================================================
VoxCPM 非语言声音类别完整列表
================================================================================

总数据量: 273,424 条
592      [倒吸气],[呻吟],[吹口哨]                             3
593      [打喷嚏],[哈欠],[哼唱]                              3
594      [打鼾],[打喷嚏],[哈欠]                              3
595      [吹口哨],[咂嘴],[呻吟]                              3
596      [吹口哨],[嘶声],[呻吟]                              3
597      [吹口哨],[打鼾],[呻吟]                              3
598      [嘘声],[打鼾],[打喷嚏]                              3
599      [哈欠],[呻吟],[打喷嚏]                              3
600      [嘶声],[打鼾],[哈欠]                               3
601      [打鼾],[哼唱],[嘘声]                               3
602      [哼唱],[呻吟],[倒吸气]                              3
603      [嘘声],[倒吸气],[呻吟]                              3
604      [哈欠],[打鼾],[倒吸气]                              3
605      [打鼾],[打喷嚏],[哼唱]                              3
606      [嘘声],[嘶声],[打鼾]                               3
607      [哈欠],[嘘声],[嘶声]                               3
608      [倒吸气],[打喷嚏],[嘘声]                             3
609      [嘘声],[咂嘴],[哈欠]                               3
610      [哈欠],[吹口哨],[咂嘴]                              3
611      [打喷嚏],[嘶声],[倒吸气]                             3
612      [呻吟],[哈欠],[咂嘴]                               3
613      [哼唱],[打鼾],[嘶声]                               3
614      [嘶声],[倒吸气],[嘘声]                              3
615      [吹口哨],[嘶声],[打鼾]                              3
616      [倒吸气],[哼唱],[咂嘴]                              3
617      [呻吟],[嘘声],[吹口哨]                              3
618      [嘶声],[打鼾],[倒吸气]                              3
619      [吹口哨],[倒吸气],[嘶声]                             3
620      [嘘声],[呻吟],[打鼾]                               3
621      [嘘声],[咂嘴],[打鼾]                               3
622      [打鼾],[咂嘴],[嘶声]                               3
623      [哼唱],[打喷嚏],[嘘声]                              3
624      [嘶声],[打喷嚏],[吹口哨]                             3
625      [哼唱],[咂嘴],[呻吟]                               3
626      [哈欠],[吹口哨],[嘘声]                              3
627      [倒吸气],[嘶声],[吹口哨]                             3
628      [哼唱],[打喷嚏],[打鼾]                              3
629      [打鼾],[哼唱],[呻吟]                               3
630      [打鼾],[嘘声],[呻吟]                               3
631      [嘘声],[呻吟],[打喷嚏]                              3
632      [嘶声],[呻吟],[哼唱]                               3
633      [倒吸气],[咂嘴],[呻吟]                              3
634      [呻吟],[哈欠],[哼唱]                               3
635      [吹口哨],[咂嘴],[嘶声]                              3
636      [呻吟],[嘘声],[嘶声]                               3
637      [吹口哨],[打喷嚏],[嘶声]                             3
638      [哈欠],[倒吸气],[打鼾]                              3
639      [嘘声],[打鼾],[哼唱]                               3
640      [咳嗽],[迟疑],[呼吸]                               2
641      [确认],[笑声],[疑问]                               2
642      [笑声],[疑问],[迟疑]                               2
643      [惊讶],[疑问],[迟疑],[笑声]                          2
644      [惊讶],[笑声],[确认],[疑问]                          2
645      [迟疑],[惊讶],[笑声],[疑问]                          2
646      [确认],[呼吸],[疑问]                               2
647      [咳嗽],[疑问],[惊讶]                               2
648      [咳嗽],[叹气],[迟疑]                               2
649      [嘶声],[呼吸],[吹口哨]                              2
650      [笑声],[吹口哨],[打喷嚏]                             2
651      [鼓掌],[吸鼻],[哼唱]                               2
652      [呻吟],[笑声],[吹口哨]                              2
653      [呻吟],[嘶声],[呼吸]                               2
654      [吸鼻],[鼓掌],[呼吸]                               2
655      [清嗓],[叹气]                                    2
656      [哼唱],[笑声],[咂嘴]                               2
657      [哼唱],[咳嗽],[鼓掌]                               2
658      [吸鼻],[清嗓],[打喷嚏]                              2
659      [嘶声],[吸鼻]                                    2
660      [嘶声],[清嗓]                                    2
661      [嘶声],[吹口哨],[呻吟]                              2
662      [吸鼻],[吹口哨],[鼓掌]                              2
663      [打喷嚏],[笑声]                                   2
664      [笑声],[吹口哨],[呻吟]                              2
665      [吹口哨],[鼓掌],[吸鼻]                              2
666      [笑声],[呼吸],[鼓掌]                               2
667      [哼唱],[咂嘴],[呼吸]                               2
668      [笑声],[打喷嚏],[咳嗽]                              2
669      [鼓掌],[咳嗽],[哼唱]                               2
670      [呼吸],[哼唱],[打喷嚏]                              2
671      [吸鼻],[呼吸],[鼓掌]                               2
672      [哼唱],[呻吟],[打喷嚏]                              2
673      [咳嗽],[呻吟]                                    2
674      [鼓掌],[哼唱],[呼吸]                               2
675      [吹口哨],[呻吟],[笑声]                              2
676      [吹口哨],[鼓掌],[呻吟]                              2
677      [呼吸],[不满],[疑问]                               2
678      [叹气],[疑问],[笑声]                               2
679      [咳嗽],[呼吸],[惊讶]                               2
680      [笑声],[确认],[疑问]                               2
681      [呼吸],[笑声],[不满]                               2
682      [确认],[惊讶],[疑问]                               2
683      [叹气],[不满],[疑问]                               2
684      [迟疑],[不满],[疑问]                               2
685      [疑问],[迟疑],[呼吸]                               2
686      [咳嗽],[笑声],[惊讶]                               2
687      [叹气],[迟疑],[不满]                               2
688      [叹气],[确认],[疑问]                               2
689      [疑问],[叹气],[迟疑]                               2
690      [叹气],[迟疑],[确认],[惊讶]                          2
691      [惊讶],[疑问],[笑声]                               2
692      [咳嗽],[迟疑],[惊讶],[笑声]                          2
693      [笑声],[不满],[疑问]                               2
694      [咳嗽],[哭声]                                    2
695      [鼓掌],[咳嗽],[吹口哨]                              2
696      [咳嗽],[哼唱]                                    2
697      [呼吸],[呻吟],[清嗓]                               2
698      [呼吸],[鼓掌],[哼唱]                               2
699      [咳嗽],[笑声],[打喷嚏]                              2
700      [吹口哨],[咳嗽],[鼓掌]                              2
701      [笑声],[吹口哨],[鼓掌]                              2
702      [嘶声],[吹口哨],[呼吸]                              2
703      [哼唱],[呼吸],[鼓掌]                               2
704      [吸鼻],[笑声]                                    2
705      [呻吟],[鼓掌],[打喷嚏]                              2
706      [鼓掌],[咳嗽]                                    2
707      [清嗓],[呼吸],[哼唱]                               2
708      [鼓掌],[呼吸],[吸鼻]                               2
709      [哼唱],[清嗓]                                    2
710      [嘘声],[笑声]                                    2
711      [疑问],[咳嗽]                                    2
712      [惊讶],[疑问],[迟疑]                               2
713      [疑问],[呼吸],[笑声]                               2
714      [迟疑],[惊讶],[呼吸],[疑问]                          2
715      [吸鼻],[哼唱]                                    2
716      [呻吟],[鼓掌]                                    2
717      [笑声],[咂嘴]                                    2
718      [鼓掌],[吸鼻],[吹口哨]                              2
719      [叹气],[吹口哨],[鼓掌]                              2
720      [咂嘴],[叹气]                                    2
721      [吹口哨],[叹气],[鼓掌]                              2
722      [鼓掌],[吹口哨],[吸鼻]                              2
723      [打喷嚏],[呻吟],[哼唱]                              2
724      [哼唱],[吹口哨],[笑声]                              2
725      [鼓掌],[呼吸],[哼唱]                               2
726      [打喷嚏],[哼唱],[呻吟]                              2
727      [咳嗽],[打喷嚏],[笑声]                              2
728      [吹口哨],[笑声],[打喷嚏]                             2
729      [呻吟],[吹口哨],[笑声]                              2
730      [鼓掌],[呼吸],[笑声]                               2
731      [哼唱],[笑声]                                    2
732      [咂嘴],[呼吸],[哼唱]                               2
733      [咳嗽],[哼唱],[鼓掌]                               2
734      [叹气],[迟疑],[笑声],[不满]                          2
735      [咳嗽],[呼吸],[确认]                               2
736      [疑问],[呼吸],[惊讶]                               2
737      [疑问],[笑声],[确认]                               2
738      [疑问],[笑声],[呼吸]                               2
739      [哼唱],[笑声],[吹口哨]                              2
740      [打喷嚏],[清嗓]                                   2
741      [咳嗽],[咂嘴]                                    2
742      [咳嗽],[嘶声]                                    2
743      [鼓掌],[叹气],[吹口哨]                              2
744      [呼吸],[打喷嚏],[笑声]                              2
745      [吹口哨],[叹气],[呼吸]                              2
746      [呼吸],[呻吟],[嘶声]                               2
747      [叹气],[疑问],[迟疑],[惊讶]                          2
748      [确认],[迟疑],[不满]                               2
749      [打喷嚏],[咳嗽],[笑声]                              2
750      [咂嘴],[哼唱],[笑声]                               2
751      [惊讶],[叹气],[笑声]                               2
752      [吹口哨],[笑声],[哼唱]                              2
753      [嘘声],[咂嘴],[打喷嚏]                              2
754      [打喷嚏],[哈欠],[倒吸气]                             2
755      [倒吸气],[吹口哨],[嘘声]                             2
756      [哈欠],[嘘声],[哼唱]                               2
757      [嘘声],[打喷嚏],[吹口哨]                             2
758      [吹口哨],[打喷嚏],[倒吸气]                            2
759      [吹口哨],[咂嘴],[嘘声]                              2
760      [哼唱],[哈欠],[咂嘴]                               2
761      [咂嘴],[嘶声],[呻吟]                               2
762      [吹口哨],[咂嘴],[打喷嚏]                             2
763      [倒吸气],[呻吟],[哼唱]                              2
764      [嘘声],[打鼾],[呻吟]                               2
765      [哼唱],[哈欠],[吹口哨]                              2
766      [哼唱],[吹口哨],[呻吟]                              2
767      [嘘声],[吹口哨],[哼唱]                              2
768      [呻吟],[嘶声],[打喷嚏]                              2
769      [呻吟],[哈欠],[吹口哨]                              2
770      [打鼾],[咂嘴],[哼唱]                               2
771      [咂嘴],[哼唱],[吹口哨]                              2
772      [打鼾],[嘶声],[嘘声]                               2
773      [呻吟],[打鼾],[嘘声]                               2
774      [哈欠],[打鼾],[呻吟]                               2
775      [倒吸气],[咂嘴],[哈欠]                              2
776      [哈欠],[打鼾],[嘘声]                               2
777      [打鼾],[哈欠],[呻吟]                               2
778      [吹口哨],[嘘声],[倒吸气]                             2
779      [哼唱],[打鼾],[吹口哨]                              2
780      [咂嘴],[哼唱],[嘶声]                               2
781      [咂嘴],[嘘声],[哼唱]                               2
782      [嘶声],[吹口哨],[哼唱]                              2
783      [吹口哨],[嘘声],[呻吟]                              2
784      [呻吟],[哈欠],[打鼾]                               2
785      [嘶声],[打鼾],[咂嘴]                               2
786      [打鼾],[哈欠],[嘶声]                               2
787      [嘶声],[咂嘴],[倒吸气]                              2
788      [嘶声],[呻吟],[咂嘴]                               2
789      [哼唱],[哈欠],[倒吸气]                              2
790      [吹口哨],[咂嘴],[倒吸气]                             2
791      [呻吟],[哼唱],[嘶声]                               2
792      [哈欠],[打喷嚏],[呻吟]                              2
793      [嘘声],[呻吟],[哼唱]                               2
794      [吹口哨],[呻吟],[打喷嚏]                             2
795      [嘘声],[咂嘴],[吹口哨]                              2
796      [嘘声],[打喷嚏],[哈欠]                              2
797      [打鼾],[咂嘴],[倒吸气]                              2
798      [倒吸气],[吹口哨],[打喷嚏]                            2
799      [吹口哨],[打鼾],[倒吸气]                             2
800      [嘘声],[呻吟],[咂嘴]                               2
801      [吹口哨],[嘘声],[打鼾]                              2
802      [吹口哨],[哼唱],[打喷嚏]                             2
803      [打鼾],[咂嘴],[哈欠]                               2
804      [打喷嚏],[嘶声],[打鼾]                              2
805      [哼唱],[呻吟],[咂嘴]                               2
806      [倒吸气],[哼唱],[吹口哨]                             2
807      [呻吟],[倒吸气],[嘶声]                              2
808      [呻吟],[打鼾],[哈欠]                               2
809      [倒吸气],[嘶声],[哼唱]                              2
810      [呻吟],[咂嘴],[哼唱]                               2
811      [打喷嚏],[倒吸气],[嘘声]                             2
812      [嘶声],[打鼾],[嘘声]                               2
813      [嘘声],[打喷嚏],[嘶声]                              2
814      [吹口哨],[嘶声],[嘘声]                              2
815      [咂嘴],[呻吟],[嘶声]                               2
816      [打鼾],[嘶声],[咂嘴]                               2
817      [嘶声],[咂嘴],[哈欠]                               2
818      [吹口哨],[倒吸气],[打鼾]                             2
819      [倒吸气],[嘘声],[打喷嚏]                             2
820      [哼唱],[嘘声],[吹口哨]                              2
821      [嘘声],[嘶声],[打喷嚏]                              2
822      [呻吟],[打鼾],[打喷嚏]                              2
823      [打喷嚏],[嘶声],[哈欠]                              2
824      [嘶声],[吹口哨],[打鼾]                              2
825      [吹口哨],[嘘声],[打喷嚏]                             2
826      [哼唱],[倒吸气],[哈欠]                              2
827      [哼唱],[哈欠],[呻吟]                               2
828      [呻吟],[咂嘴],[倒吸气]                              2
829      [打喷嚏],[咂嘴],[倒吸气]                             2
830      [嘘声],[哼唱],[打鼾]                               2
831      [打喷嚏],[打鼾],[咂嘴]                              2
832      [哼唱],[打鼾],[嘘声]                               2
833      [哈欠],[咂嘴],[哼唱]                               2
834      [打鼾],[打喷嚏],[嘘声]                              2
835      [呻吟],[打鼾],[哼唱]                               2
836      [打喷嚏],[倒吸气],[吹口哨]                            2
837      [倒吸气],[咂嘴],[哼唱]                              2
838      [嘶声],[打喷嚏],[呻吟]                              2
839      [哈欠],[倒吸气],[哼唱]                              2
840      [倒吸气],[吹口哨],[呻吟]                             2
841      [哈欠],[嘶声],[打鼾]                               2
842      [打鼾],[哼唱],[哈欠]                               2
843      [咂嘴],[嘘声],[打鼾]                               2
844      [咂嘴],[嘘声],[嘶声]                               2
845      [嘘声],[咂嘴],[哼唱]                               2
846      [咂嘴],[哼唱],[倒吸气]                              2
847      [咂嘴],[倒吸气],[嘘声]                              2
848      [呻吟],[哈欠],[嘘声]                               2
849      [嘘声],[咂嘴],[倒吸气]                              2
850      [嘘声],[倒吸气],[哈欠]                              2
851      [吹口哨],[打鼾],[嘶声]                              2
852      [哈欠],[打鼾],[嘶声]                               2
853      [嘘声],[呻吟],[嘶声]                               2
854      [咂嘴],[嘘声],[呻吟]                               2
855      [嘘声],[哈欠],[吹口哨]                              2
856      [倒吸气],[呻吟],[打鼾]                              2
857      [嘶声],[嘘声],[哼唱]                               2
858      [呻吟],[嘶声],[嘘声]                               2
859      [打鼾],[嘶声],[哈欠]                               2
860      [哼唱],[嘶声],[打鼾]                               2
861      [哈欠],[呻吟],[哼唱]                               2
862      [吹口哨],[打喷嚏],[嘘声]                             2
863      [哼唱],[嘶声],[嘘声]                               2
864      [打喷嚏],[呻吟],[吹口哨]                             2
865      [嘶声],[嘘声],[咂嘴]                               2
866      [嘶声],[咂嘴],[吹口哨]                              2
867      [打喷嚏],[哼唱],[哈欠]                              2
868      [打鼾],[嘘声],[倒吸气]                              2
869      [哼唱],[咂嘴],[打鼾]                               2
870      [吹口哨],[打鼾],[打喷嚏]                             2
871      [哈欠],[打喷嚏],[打鼾]                              2
872      [呻吟],[咂嘴],[嘶声]                               2
873      [嘘声],[打喷嚏],[打鼾]                              2
874      [呻吟],[打鼾],[倒吸气]                              2
875      [疑问],[叹气],[呼吸]                               1
876      [咳嗽],[叹气],[笑声]                               1
877      [疑问],[叹气],[不满]                               1
878      [咳嗽],[确认],[惊讶]                               1
879      [疑问],[呼吸],[笑声],[惊讶]                          1
880      [惊讶],[迟疑],[不满],[呼吸]                          1
881      [确认],[不满],[疑问]                               1
882      [呼吸],[疑问],[不满]                               1
883      [叹气],[惊讶],[呼吸],[迟疑]                          1
884      [疑问],[叹气],[笑声]                               1
885      [疑问],[呼吸],[迟疑],[惊讶]                          1
886      [确认],[呼吸],[笑声],[不满]                          1
887      [咳嗽],[笑声],[确认]                               1
888      [惊讶],[叹气],[疑问]                               1
889      [嘶声],[打喷嚏],[鼓掌]                              1
890      [呼吸],[哼唱],[鼓掌]                               1
891      [清嗓],[打喷嚏],[吸鼻]                              1
892      [哼唱],[打喷嚏],[呼吸]                              1
893      [笑声],[打喷嚏],[呻吟]                              1
894      [呻吟],[鼓掌],[吹口哨]                              1
895      [嘶声],[呼吸],[叹气]                               1
896      [嘶声],[鼓掌],[打喷嚏]                              1
897      [打喷嚏],[笑声],[咳嗽]                              1
898      [吸鼻],[鼓掌],[吹口哨]                              1
899      [嘶声],[笑声],[咳嗽]                               1
900      [吹口哨],[咂嘴],[哼唱]                              1
901      [呻吟],[呼吸],[清嗓]                               1
902      [鼓掌],[吸鼻],[叹气]                               1
903      [咂嘴],[呼吸],[笑声]                               1
904      [吹口哨],[笑声],[呻吟]                              1
905      [清嗓],[哼唱]                                    1
906      [鼓掌],[呻吟],[打喷嚏]                              1
907      [咂嘴],[鼓掌],[笑声]                               1
908      [咳嗽],[笑声],[吸鼻]                               1
909      [打喷嚏],[嘶声],[呼吸]                              1
910      [叹气],[呼吸],[鼓掌]                               1
911      [呼吸],[鼓掌],[呻吟]                               1
912      [鼓掌],[笑声],[吹口哨]                              1
913      [鼓掌],[吹口哨],[叹气]                              1
914      [呻吟],[鼓掌],[咳嗽]                               1
915      [鼓掌],[打喷嚏],[呻吟]                              1
916      [呼吸],[吹口哨],[叹气]                              1
917      [咳嗽],[笑声],[嘶声]                               1
918      [呻吟],[吹口哨],[鼓掌]                              1
919      [打喷嚏],[呼吸],[吸鼻]                              1
920      [惊讶],[咳嗽],[迟疑]                               1
921      [迟疑],[呼吸],[笑声],[不满]                          1
922      [迟疑],[疑问],[呼吸],[惊讶]                          1
923      [咳嗽],[叹气],[呼吸]                               1
924      [疑问],[确认],[迟疑],[呼吸]                          1
925      [惊讶],[疑问],[不满]                               1
926      [迟疑],[呼吸],[笑声],[惊讶]                          1
927      [咳嗽],[呼吸],[不满]                               1
928      [叹气],[呼吸],[迟疑],[确认]                          1
929      [叹气],[迟疑],[疑问],[惊讶]                          1
930      [笑声],[不满],[惊讶]                               1
931      [惊讶],[迟疑],[疑问],[笑声]                          1
932      [咳嗽],[呼吸],[疑问]                               1
933      [呼吸],[咳嗽],[惊讶],[确认]                          1
934      [笑声],[咳嗽],[清嗓]                               1
935      [笑声],[吹口哨],[哼唱]                              1
936      [叹气],[嘶声],[鼓掌]                               1
937      [呼吸],[哼唱],[清嗓]                               1
938      [鼓掌],[咂嘴],[呼吸]                               1
939      [吸鼻],[打喷嚏],[呼吸]                              1
940      [咂嘴],[叹气],[笑声]                               1
941      [呼吸],[叹气],[吹口哨]                              1
942      [吹口哨],[笑声],[鼓掌]                              1
943      [打喷嚏],[笑声],[呼吸]                              1
944      [呻吟],[哼唱],[鼓掌]                               1
945      [呼吸],[嘶声],[吹口哨]                              1
946      [哼唱],[清嗓],[呼吸]                               1
947      [嘶声],[笑声],[打喷嚏]                              1
948      [笑声],[咂嘴],[呼吸]                               1
949      [打喷嚏],[鼓掌],[嘶声]                              1
950      [咂嘴],[笑声],[鼓掌]                               1
951      [呻吟],[笑声],[打喷嚏]                              1
952      [笑声],[呻吟],[打喷嚏]                              1
953      [清嗓],[吸鼻],[打喷嚏]                              1
954      [打喷嚏],[叹气],[鼓掌]                              1
955      [打喷嚏],[呻吟],[鼓掌]                              1
956      [呼吸],[打喷嚏],[咂嘴]                              1
957      [吹口哨],[鼓掌],[咳嗽]                              1
958      [鼓掌],[笑声],[咂嘴]                               1
959      [笑声],[清嗓],[鼓掌]                               1
960      [打喷嚏],[呼吸],[咂嘴]                              1
961      [呻吟],[清嗓],[呼吸]                               1
962      [吹口哨],[呼吸],[嘶声]                              1
963      [咂嘴],[清嗓],[呼吸]                               1
964      [叹气],[鼓掌],[呼吸]                               1
965      [笑声],[咂嘴],[叹气]                               1
966      [叹气],[鼓掌],[吸鼻]                               1
967      [呼吸],[叹气],[鼓掌]                               1
968      [呼吸],[咂嘴],[清嗓]                               1
969      [笑声],[打喷嚏],[嘶声]                              1
970      [吸鼻],[呼吸],[清嗓]                               1
971      [清嗓],[呼吸],[吸鼻]                               1
972      [嘘声],[确认],[疑问]                               1
973      [呼吸],[不满],[确认],[惊讶]                          1
974      [笑声],[迟疑],[呼吸],[惊讶]                          1
975      [迟疑],[惊讶],[确认],[疑问]                          1
976      [笑声],[疑问],[惊讶]                               1
977      [迟疑],[呼吸],[笑声],[疑问]                          1
978      [迟疑],[疑问],[笑声]                               1
979      [笑声],[呼吸],[迟疑],[惊讶]                          1
980      [惊讶],[迟疑],[笑声],[呼吸]                          1
981      [惊讶],[迟疑],[笑声],[疑问]                          1
982      [迟疑],[疑问],[笑声],[不满]                          1
983      [疑问],[惊讶],[确认]                               1
984      [迟疑],[疑问],[确认]                               1
985      [确认],[迟疑],[笑声],[不满]                          1
986      [咳嗽],[惊讶],[呼吸]                               1
987      [不满],[迟疑],[确认],[惊讶]                          1
988      [疑问],[笑声],[不满]                               1
989      [呼吸],[确认],[惊讶],[疑问]                          1
990      [疑问],[呼吸],[确认]                               1
991      [咳嗽],[叹气],[不满]                               1
992      [嘘声],[呼吸],[笑声]                               1
993      [吹口哨],[嘶声],[呼吸]                              1
994      [嘶声],[鼓掌],[叹气]                               1
995      [哼唱],[呻吟],[鼓掌]                               1
996      [咳嗽],[呻吟],[鼓掌]                               1
997      [笑声],[哼唱],[吹口哨]                              1
998      [咂嘴],[鼓掌],[呼吸]                               1
999      [咳嗽],[鼓掌],[吹口哨]                              1
1000     [鼓掌],[呻吟],[嘶声]                               1
1001     [鼓掌],[叹气],[打喷嚏]                              1
1002     [咂嘴],[打喷嚏],[呼吸]                              1
1003     [吸鼻],[呼吸],[打喷嚏]                              1
1004     [呼吸],[咂嘴],[鼓掌]                               1
1005     [吸鼻],[咳嗽],[叹气]                               1
1006     [打喷嚏],[吹口哨],[笑声]                             1
1007     [鼓掌],[叹气],[吸鼻]                               1
1008     [嘶声],[呼吸],[呻吟]                               1
1009     [鼓掌],[哼唱],[咳嗽]                               1
1010     [嘶声],[打喷嚏],[呼吸]                              1
1011     [鼓掌],[吹口哨],[呻吟]                              1
1012     [呼吸],[清嗓],[吸鼻]                               1
1013     [打喷嚏],[嘶声],[笑声]                              1
1014     [打喷嚏],[呼吸],[笑声]                              1
1015     [鼓掌],[打喷嚏],[呼吸]                              1
1016     [打喷嚏],[嘶声],[鼓掌]                              1
1017     [咂嘴],[呼吸],[吸鼻]                               1
1018     [咂嘴],[呼吸],[鼓掌]                               1
1019     [咂嘴],[笑声],[打喷嚏]                              1
1020     [鼓掌],[笑声],[清嗓]                               1
1021     [咳嗽],[叹气],[吸鼻]                               1
1022     [吸鼻],[叹气],[鼓掌]                               1
1023     [嘶声],[呻吟],[鼓掌]                               1
1024     [咳嗽],[迟疑],[笑声],[确认]                          1
1025     [呼吸],[哭声],[不满]                               1
1026     [确认],[呼吸],[笑声],[疑问]                          1
1027     [疑问],[惊讶],[笑声]                               1
1028     [迟疑],[笑声],[不满],[惊讶]                          1
1029     [疑问],[不满],[笑声],[确认]                          1
1030     [笑声],[鼓掌],[咂嘴]                               1
1031     [鼓掌],[呻吟],[呼吸]                               1
1032     [鼓掌],[呻吟],[咳嗽]                               1
1033     [鼓掌],[咂嘴],[叹气]                               1
1034     [哼唱],[呼吸],[咂嘴]                               1
1035     [打喷嚏],[笑声],[呻吟]                              1
1036     [哼唱],[鼓掌],[呼吸]                               1
1037     [鼓掌],[清嗓],[笑声]                               1
1038     [笑声],[嘶声],[咳嗽]                               1
1039     [呼吸],[清嗓],[咂嘴]                               1
1040     [清嗓],[鼓掌],[笑声]                               1
1041     [笑声],[咳嗽],[嘶声]                               1
1042     [笑声],[嘶声],[打喷嚏]                              1
1043     [清嗓],[呼吸],[呻吟]                               1
1044     [呼吸],[咂嘴],[打喷嚏]                              1
1045     [叹气],[咳嗽],[吸鼻]                               1
1046     [呼吸],[吸鼻],[咂嘴]                               1
1047     [鼓掌],[打喷嚏],[叹气]                              1
1048     [笑声],[咳嗽],[打喷嚏]                              1
1049     [咂嘴],[哼唱],[呼吸]                               1
1050     [叹气],[鼓掌],[吹口哨]                              1
1051     [咂嘴],[吸鼻],[呼吸]                               1
1052     [咳嗽],[清嗓],[笑声]                               1
1053     [呼吸],[打喷嚏],[嘶声]                              1
1054     [吹口哨],[呼吸],[叹气]                              1
1055     [呼吸],[呻吟],[鼓掌]                               1
1056     [叹气],[打喷嚏],[鼓掌]                              1
1057     [打喷嚏],[咂嘴],[笑声]                              1
1058     [呼吸],[打喷嚏],[吸鼻]                              1
1059     [鼓掌],[吹口哨],[笑声]                              1
1060     [笑声],[咂嘴],[哼唱]                               1
1061     [鼓掌],[咳嗽],[呻吟]                               1
1062     [打喷嚏],[鼓掌],[呼吸]                              1
1063     [鼓掌],[哼唱],[吸鼻]                               1
1064     [鼓掌],[呻吟],[哼唱]                               1
1065     [叹气],[鼓掌],[打喷嚏]                              1
1066     [呼吸],[咂嘴],[笑声]                               1
1067     [嘘声],[迟疑],[疑问]                               1
1068     [呼吸],[惊讶],[笑声],[不满]                          1
1069     [嘘声],[呼吸],[惊讶]                               1
1070     [咳嗽],[惊讶],[不满]                               1
1071     [惊讶],[呼吸],[迟疑],[确认]                          1
1072     [惊讶],[呼吸],[确认]                               1
1073     [惊讶],[呼吸],[迟疑],[疑问]                          1
1074     [呼吸],[迟疑],[疑问],[惊讶]                          1
1075     [疑问],[确认],[笑声]                               1
1076     [疑问],[惊讶],[笑声],[确认]                          1
1077     [不满],[确认],[惊讶]                               1
1078     [惊讶],[咳嗽],[笑声]                               1
1079     [咳嗽],[叹气],[迟疑],[不满]                          1
1080     [咳嗽],[疑问],[不满]                               1
1081     [呼吸],[迟疑],[笑声],[确认]                          1
1082     [叹气],[惊讶],[疑问],[笑声]                          1
1083     [哭声],[确认]                                    1
1084     [不满],[笑声],[疑问]                               1
1085     [确认],[笑声],[不满]                               1
1086     [呼吸],[确认],[迟疑],[不满]                          1
1087     [确认],[疑问],[惊讶]                               1
1088     [叹气],[吸鼻],[鼓掌]                               1
1089     [咂嘴],[叹气],[鼓掌]                               1
1090     [打喷嚏],[呼吸],[哼唱]                              1
1091     [叹气],[吸鼻],[咳嗽]                               1
1092     [呻吟],[咳嗽],[鼓掌]                               1
1093     [吸鼻],[叹气],[咳嗽]                               1
1094     [打喷嚏],[呻吟],[笑声]                              1
1095     [叹气],[咂嘴],[鼓掌]                               1
1096     [呼吸],[嘶声],[打喷嚏]                              1
1097     [嘶声],[咳嗽],[笑声]                               1
1098     [笑声],[咳嗽],[吸鼻]                               1
1099     [呼吸],[笑声],[咂嘴]                               1
1100     [鼓掌],[哼唱],[呻吟]                               1
1101     [清嗓],[呼吸],[咂嘴]                               1
1102     [打喷嚏],[笑声],[嘶声]                              1
1103     [呼吸],[鼓掌],[咂嘴]                               1
1104     [鼓掌],[叹气],[呼吸]                               1
1105     [笑声],[呼吸],[打喷嚏]                              1
1106     [吸鼻],[笑声],[咳嗽]                               1
1107     [吸鼻],[清嗓],[呼吸]                               1
1108     [嘶声],[打喷嚏],[笑声]                              1
1109     [吸鼻],[呼吸],[咂嘴]                               1
1110     [叹气],[鼓掌],[咂嘴]                               1
1111     [呼吸],[打喷嚏],[鼓掌]                              1
1112     [呼吸],[嘶声],[叹气]                               1
1113     [鼓掌],[嘶声],[呻吟]                               1
1114     [嘶声],[鼓掌],[呻吟]                               1
1115     [呼吸],[鼓掌],[打喷嚏]                              1
1116     [笑声],[吸鼻],[咳嗽]                               1
1117     [呻吟],[鼓掌],[嘶声]                               1
1118     [笑声],[咂嘴],[打喷嚏]                              1
1119     [哼唱],[吸鼻],[鼓掌]                               1
1120     [嘶声],[叹气],[鼓掌]                               1
1121     [咳嗽],[鼓掌],[哼唱]                               1
1122     [叹气],[咂嘴],[笑声]                               1
1123     [呼吸],[迟疑],[笑声],[疑问]                          1
1124     [叹气],[疑问],[确认]                               1
1125     [笑声],[呼吸],[惊讶],[确认]                          1
1126     [确认],[呼吸],[不满],[惊讶]                          1
1127     [叹气],[惊讶],[笑声],[不满]                          1
1128     [疑问],[呼吸],[笑声],[不满]                          1
1129     [惊讶],[不满],[确认],[疑问]                          1
1130     [惊讶],[哭声]                                    1
1131     [惊讶],[不满],[迟疑],[疑问]                          1
1132     [呼吸],[不满],[惊讶]                               1
1133     [叹气],[迟疑],[笑声],[呼吸]                          1
1134     [迟疑],[哭声]                                    1
1135     [迟疑],[不满],[笑声],[疑问]                          1
1136     [叹气],[哭声]                                    1
1137     [惊讶],[迟疑],[笑声],[不满]                          1
1138     [呼吸],[笑声],[确认],[惊讶]                          1
1139     [确认],[迟疑],[惊讶],[呼吸]                          1
1140     [咳嗽],[迟疑],[笑声],[不满]                          1
1141     [叹气],[呼吸],[笑声],[疑问]                          1
1142     [迟疑],[呼吸],[笑声],[确认]                          1
1143     [鼓掌],[叹气],[嘶声]                               1
1144     [鼓掌],[嘶声],[叹气]                               1
1145     [笑声],[鼓掌],[吹口哨]                              1
1146     [笑声],[叹气],[咂嘴]                               1
1147     [打喷嚏],[吸鼻],[清嗓]                              1
